Instance,Income
112220,22526.45716
112221,7037.638314
112222,29540.69271
112223,48896.94308
112224,151938.4622
112225,14890.1391
112226,43004.34783
112227,53857.5287
112228,89408.26447
112229,53209.57464
112230,197199.326
112231,16086.86045
112232,145676.6399
112233,22756.04317
112234,44190.18011
112235,23227.18533
112236,96841.96152
112237,334505.312
112238,40853.81625
112239,9821.97001
112240,12291.22502
112241,18443.47115
112242,47887.55831
112243,59064.18441
112244,156823.5672
112245,92817.76959
112246,46022.10659
112247,416584.2625
112248,81650.59627
112249,13946.78733
112250,59544.18469
112251,52970.07087
112252,57459.97396
112253,28005.81734
112254,272526.7103
112255,39140.48688
112256,33831.12675
112257,33046.98568
112258,377491.6043
112259,192264.566
112260,113256.109
112261,274808.592
112262,88985.85408
112263,32835.11471
112264,128945.3579
112265,12229.33629
112266,39089.19533
112267,54682.79406
112268,40040.76393
112269,395321.208
112270,27087.91378
112271,80058.20612
112272,68212.22974
112273,139273.7583
112274,4739.428193
112275,142922.8032
112276,191232.7413
112277,65628.46181
112278,37507.21107
112279,23823.62732
112280,108217.8735
112281,61900.57786
112282,183507.0949
112283,104518.8419
112284,121345.4996
112285,64978.22736
112286,34452.95772
112287,36451.38598
112288,84329.24799
112289,314027.1592
112290,195085.0637
112291,27222.70045
112292,585089.9267
112293,26793.22525
112294,312987.6451
112295,26900.29991
112296,220173.3899
112297,61340.37443
112298,47594.35466
112299,42255.9712
112300,11419.53236
112301,33773.69986
112302,13643.47512
112303,36022.70202
112304,153218.9419
112305,24526.88554
112306,48079.93009
112307,43177.61135
112308,105610.9611
112309,49159.86474
112310,34105.23514
112311,98859.05884
112312,34065.93382
112313,108417.8629
112314,27481.94075
112315,181379.876
112316,44360.95383
112317,23721.09348
112318,26359.68936
112319,25196.57446
112320,790637.1053
112321,61480.31916
112322,14106.40594
112323,109617.794
112324,365155.2413
112325,205020.7646
112326,103974.576
112327,167816.913
112328,102772.135
112329,110880.1461
112330,346665.578
112331,368836.7586
112332,164204.7799
112333,283765.0198
112334,201180.3461
112335,55724.99571
112336,30905.28778
112337,210211.426
112338,283533.055
112339,246916.4043
112340,46366.26867
112341,1126910.982
112342,17575.42378
112343,41062.34117
112344,25036.22008
112345,31579.30701
112346,72291.63319
112347,20787.20986
112348,21343.72597
112349,22603.1697
112350,98649.01802
112351,34778.62187
112352,47169.39619
112353,-1022.595532
112354,120463.1051
112355,56834.17072
112356,57017.02398
112357,70501.31849
112358,84123.49326
112359,41716.16412
112360,17775.87277
112361,152782.2237
112362,55172.99738
112363,53036.57601
112364,18207.89888
112365,7098.75763
112366,16267.13746
112367,17039.08891
112368,44354.82432
112369,150304.373
112370,30823.71065
112371,437670.6443
112372,97746.34945
112373,61929.68137
112374,20379.33461
112375,29435.86784
112376,88013.69392
112377,117054.1192
112378,65897.85479
112379,108039.1412
112380,73115.27608
112381,74616.49839
112382,92908.8777
112383,21791.72646
112384,159269.5403
112385,10760.93364
112386,161795.3465
112387,52562.25111
112388,41930.93411
112389,26168.41548
112390,11956.25519
112391,16005.10492
112392,115314.7287
112393,56423.2062
112394,61793.84803
112395,13747.88336
112396,204158.7804
112397,46241.09058
112398,303513.7908
112399,86332.18003
112400,81595.65815
112401,99103.64733
112402,905328.6354
112403,118127.4984
112404,108342.7407
112405,54884.35245
112406,25373.69096
112407,15471.09093
112408,29346.49981
112409,53933.10275
112410,22229.19822
112411,111535.1015
112412,105259.5292
112413,25631.92804
112414,64109.08859
112415,115153.5273
112416,69078.32144
112417,100887.5641
112418,59423.12507
112419,212050.2501
112420,45195.23331
112421,217549.0128
112422,92902.31017
112423,52004.20121
112424,8322.526315
112425,38478.00965
112426,102319.4797
112427,261520.7244
112428,128187.3783
112429,9640.577399
112430,18350.1922
112431,147865.2127
112432,35933.24866
112433,72738.12616
112434,41289.57379
112435,79173.91817
112436,43853.72012
112437,94856.63596
112438,109876.0918
112439,12671.10993
112440,257064.9772
112441,38889.17312
112442,329235.4102
112443,50195.03906
112444,21827.04871
112445,68965.6688
112446,431524.903
112447,692054.3578
112448,56056.32744
112449,79697.48301
112450,35288.53576
112451,122093.7438
112452,21013.50225
112453,22904.63928
112454,117820.0725
112455,801033.9072
112456,60437.46216
112457,168522.108
112458,108835.3028
112459,38517.83665
112460,45383.41666
112461,418241.2575
112462,88717.04409
112463,39952.53187
112464,62984.5198
112465,122434.3888
112466,148226.9621
112467,49258.2646
112468,42601.27974
112469,51744.19118
112470,72107.15665
112471,54907.48268
112472,164987.2254
112473,85029.28599
112474,14757.90116
112475,68541.56575
112476,88887.27478
112477,26284.8317
112478,67604.30445
112479,42124.02958
112480,54948.3609
112481,162372.7493
112482,41091.55302
112483,256575.3565
112484,51647.85182
112485,111430.9516
112486,18836.01398
112487,22172.78574
112488,129254.3007
112489,48151.61744
112490,330291.2422
112491,61557.43686
112492,43378.54508
112493,300818.257
112494,16627.38281
112495,7211.583823
112496,25176.57338
112497,218946.3226
112498,9932.04142
112499,58399.40385
112500,9264.134031
112501,60420.29265
112502,68584.80517
112503,46120.56751
112504,37081.47702
112505,24376.95651
112506,57631.82736
112507,76522.09
112508,78576.28434
112509,12901.19566
112510,42941.00476
112511,136266.6393
112512,14746.32451
112513,60826.93276
112514,40050.02057
112515,92308.27028
112516,92821.12602
112517,6928.037067
112518,75723.06581
112519,21817.78584
112520,13331.85698
112521,154804.8805
112522,44011.01961
112523,16483.75165
112524,77448.14467
112525,7225.464845
112526,15092.37962
112527,49039.67373
112528,29004.01808
112529,29415.8108
112530,98905.31038
112531,105581.8328
112532,193047.5096
112533,108366.5425
112534,248580.0961
112535,53677.66525
112536,128249.6889
112537,31311.11705
112538,14428.14659
112539,167041.3566
112540,26875.53898
112541,76762.63663
112542,237921.8003
112543,98318.51646
112544,219269.7269
112545,38890.00637
112546,32300.71243
112547,101022.6543
112548,548448.8103
112549,80980.40814
112550,85979.39111
112551,9291.164775
112552,131540.9144
112553,53813.62853
112554,81511.65095
112555,28142.4744
112556,80276.84771
112557,43187.98129
112558,130780.3667
112559,30137.61681
112560,21618.27449
112561,175972.4419
112562,21790.41109
112563,121992.5917
112564,334620.9399
112565,120959.2264
112566,33087.08414
112567,45401.55241
112568,13421.37939
112569,101051.2138
112570,38953.74826
112571,128067.2211
112572,156483.9596
112573,26835.8689
112574,69373.20909
112575,72721.66405
112576,71905.70597
112577,345950.7323
112578,335916.4196
112579,105726.9412
112580,134038.7175
112581,36974.48403
112582,16149.96754
112583,9283.979908
112584,219518.3957
112585,21197.12528
112586,25457.44896
112587,125441.1427
112588,60453.54844
112589,207179.0907
112590,7989.459865
112591,137867.2192
112592,27320.83591
112593,19000.84301
112594,31066.41864
112595,27267.95029
112596,70521.2119
112597,48353.45924
112598,48199.00355
112599,4607.518318
112600,25124.88257
112601,108870.0506
112602,17833.86665
112603,68275.49322
112604,169954.8638
112605,20572.91057
112606,47817.39807
112607,37882.44359
112608,78686.48632
112609,154675.5139
112610,56582.74666
112611,167533.9452
112612,148968.7147
112613,77466.82952
112614,169069.8124
112615,62687.90284
112616,75910.98808
112617,84433.08188
112618,287573.6863
112619,41744.93504
112620,28852.64648
112621,26692.61573
112622,91025.6311
112623,66909.23932
112624,41285.49991
112625,53247.70007
112626,112678.9328
112627,30678.70271
112628,57934.80459
112629,52352.72998
112630,49278.89858
112631,75377.14831
112632,170786.2551
112633,135357.4658
112634,42528.10104
112635,57348.67039
112636,78109.86538
112637,185704.321
112638,18459.12807
112639,52787.79691
112640,31370.26485
112641,25810.65313
112642,221839.8395
112643,32096.12487
112644,100678.5017
112645,57664.15252
112646,8912.447791
112647,29498.31892
112648,56666.94883
112649,26277.98574
112650,11473.76701
112651,44221.19531
112652,16327.54698
112653,38021.99857
112654,34148.48387
112655,31314.27559
112656,13359.8686
112657,257024.3616
112658,566523.8775
112659,121559.8872
112660,49787.82415
112661,194000.2121
112662,76752.82816
112663,84544.46001
112664,177175.516
112665,500247.4332
112666,130229.384
112667,22877.70578
112668,46608.37156
112669,109062.7875
112670,7535.766431
112671,193738.5553
112672,102142.6611
112673,71584.44602
112674,22422.9913
112675,29771.59532
112676,40167.51517
112677,41398.33665
112678,12207.70261
112679,95020.11479
112680,117438.0788
112681,23047.40739
112682,88705.06273
112683,7942.31352
112684,235883.146
112685,41431.00485
112686,30321.52247
112687,23472.63445
112688,24150.99128
112689,118266.1434
112690,28113.90217
112691,55129.68702
112692,31589.1258
112693,123456.317
112694,36176.48675
112695,139518.2439
112696,175208.6136
112697,104905.205
112698,69416.51831
112699,310437.765
112700,214751.8339
112701,367904.1208
112702,133454.6983
112703,33818.75305
112704,37725.71739
112705,227194.027
112706,69828.89203
112707,38776.43557
112708,150606.1154
112709,130498.42
112710,59025.53493
112711,68999.2967
112712,56155.29371
112713,51714.0605
112714,114492.6094
112715,114828.409
112716,33173.94133
112717,15360.13428
112718,66391.56566
112719,32671.76785
112720,23049.37309
112721,33237.89651
112722,43222.17094
112723,27969.42385
112724,56792.8215
112725,56452.46943
112726,6547.857241
112727,76771.25245
112728,152251.2348
112729,51190.79496
112730,26019.82748
112731,51113.50739
112732,18233.42996
112733,62290.30921
112734,197877.0457
112735,14980.00662
112736,65280.55414
112737,59306.85366
112738,426678.0355
112739,26177.90857
112740,64393.41449
112741,8283.70376
112742,13149.84902
112743,32952.3616
112744,106463.5316
112745,162221.9253
112746,41918.13643
112747,83842.21313
112748,330996.9856
112749,55042.54007
112750,5164.667378
112751,419317.9916
112752,42122.0515
112753,20543.21427
112754,80648.51239
112755,33985.77805
112756,54200.87475
112757,85717.12448
112758,15208.83701
112759,5649.244962
112760,49247.41445
112761,77159.76844
112762,304114.4795
112763,29189.74123
112764,126959.2496
112765,25198.83443
112766,68355.04642
112767,794458.6799
112768,14715.17563
112769,85400.92655
112770,41258.56229
112771,51861.14346
112772,14739.75858
112773,104682.629
112774,17496.78422
112775,65997.89387
112776,33420.60196
112777,24604.57938
112778,694114.4341
112779,166829.28
112780,155082.7391
112781,92926.74864
112782,32104.55241
112783,43237.83842
112784,37296.39049
112785,13614.15897
112786,70336.61722
112787,37572.92662
112788,29747.17885
112789,75078.67122
112790,132764.9735
112791,119625.953
112792,9053.13184
112793,61599.65785
112794,574341.4024
112795,29805.59945
112796,32200.40652
112797,53658.61696
112798,122110.3796
112799,104261.2489
112800,37832.5987
112801,10968.51535
112802,160743.091
112803,500604.781
112804,21041.56262
112805,54212.81279
112806,22652.0843
112807,27416.9713
112808,268745.7073
112809,40069.76589
112810,167873.5119
112811,135127.0004
112812,73132.48806
112813,173649.4965
112814,52065.04359
112815,46487.18763
112816,35459.11259
112817,61893.84642
112818,57913.18142
112819,70127.1789
112820,298490.0897
112821,24660.17643
112822,36444.60575
112823,39731.55146
112824,36051.49226
112825,34278.04203
112826,69058.26349
112827,60873.6353
112828,68869.71035
112829,22114.31079
112830,72244.76878
112831,89207.62939
112832,59523.23119
112833,123434.7575
112834,45726.39489
112835,125710.2627
112836,33123.37406
112837,140997.5182
112838,445631.5746
112839,56461.9061
112840,128996.2465
112841,58670.91918
112842,179509.9018
112843,55728.83452
112844,23506.85299
112845,54480.0087
112846,271021.7122
112847,60369.14869
112848,183555.3836
112849,127139.6425
112850,163914.8907
112851,226387.293
112852,21872.36885
112853,287595.2161
112854,34420.52384
112855,333470.0439
112856,45636.35681
112857,19280.50726
112858,37956.3691
112859,139030.4947
112860,45962.08162
112861,188791.0559
112862,32966.42274
112863,72513.1134
112864,184027.3284
112865,5520.083222
112866,260252.2972
112867,10648.18883
112868,27028.50825
112869,87992.53606
112870,80625.08304
112871,122158.1257
112872,30580.57413
112873,151985.9458
112874,99095.18701
112875,72431.66922
112876,210119.6803
112877,46199.7574
112878,374791.4614
112879,292951.9922
112880,58102.4477
112881,35774.61655
112882,509721.3106
112883,31902.88273
112884,23614.67889
112885,46933.68468
112886,195878.9662
112887,23460.60715
112888,95273.52785
112889,89865.75376
112890,176784.6044
112891,118909.0141
112892,61207.70367
112893,36262.42701
112894,262529.3501
112895,19768.75503
112896,1546.25483
112897,45452.13718
112898,144873.0955
112899,24565.74162
112900,49541.66899
112901,75392.08921
112902,25732.42357
112903,181235.5287
112904,217242.6799
112905,49827.94372
112906,44957.32143
112907,5196.555001
112908,4213.022868
112909,464521.9255
112910,112172.5718
112911,53260.12934
112912,19610.92426
112913,75912.9323
112914,12893.69249
112915,181539.8759
112916,264366.809
112917,73408.50928
112918,90561.76971
112919,43340.44116
112920,37406.56698
112921,19622.23892
112922,128066.2982
112923,90893.08386
112924,64083.81685
112925,202201.8614
112926,5619.319996
112927,10020.95046
112928,30242.13738
112929,87244.6464
112930,616389.1815
112931,66083.40009
112932,158088.1199
112933,15581.80943
112934,126916.5219
112935,63948.81472
112936,132471.8277
112937,444875.6094
112938,59273.7284
112939,21263.54531
112940,42772.80649
112941,447713.1154
112942,24507.35994
112943,293166.6571
112944,41810.7963
112945,130705.708
112946,52782.03862
112947,31361.4081
112948,43291.68051
112949,42354.8827
112950,156401.6593
112951,51595.19617
112952,22013.81412
112953,38136.57565
112954,62271.63276
112955,25114.44263
112956,24795.36164
112957,9339.194389
112958,624830.4294
112959,73886.59638
112960,42455.86909
112961,301954.9581
112962,70650.25816
112963,106389.9429
112964,25094.88465
112965,40896.00418
112966,581841.0722
112967,36554.15041
112968,18367.28127
112969,50848.06967
112970,19361.57336
112971,60230.56452
112972,187340.0899
112973,49784.72894
112974,64076.53728
112975,39630.50551
112976,30671.07038
112977,13209.97465
112978,88952.77559
112979,242641.9564
112980,652761.2421
112981,67179.65025
112982,39665.01059
112983,97251.19149
112984,25513.32078
112985,12547.38302
112986,28760.50837
112987,49926.05273
112988,29349.12521
112989,65263.65207
112990,66075.69678
112991,29361.3568
112992,11193.33689
112993,84438.17679
112994,8725.54137
112995,168359.6603
112996,25403.02104
112997,323233.7345
112998,44322.46877
112999,49691.57116
113000,20182.27879
113001,24959.44627
113002,19147.3832
113003,79375.59116
113004,86456.98626
113005,17754.83997
113006,43947.45697
113007,24492.75829
113008,15289.4163
113009,26180.57364
113010,31273.88526
113011,29723.1795
113012,17444.64562
113013,92849.71165
113014,74798.58218
113015,184331.11
113016,284276.5894
113017,91016.23109
113018,46899.08504
113019,133310.5859
113020,44962.77192
113021,35732.02561
113022,48979.52459
113023,47466.16145
113024,64919.73314
113025,13394.44781
113026,8275.102246
113027,41873.55294
113028,27522.76958
113029,163393.244
113030,92344.59137
113031,55968.33999
113032,9331.490267
113033,105065.1508
113034,32648.01185
113035,32337.07476
113036,156987.577
113037,78651.07837
113038,76048.91288
113039,69709.74216
113040,34381.49093
113041,16538.20553
113042,226683.6622
113043,27078.70085
113044,354107.9556
113045,788244.1328
113046,46625.35091
113047,15281.43542
113048,26305.24549
113049,145211.9291
113050,124715.4313
113051,120513.4061
113052,6764.688143
113053,78995.50683
113054,41820.59821
113055,39222.60038
113056,72766.79622
113057,25090.99947
113058,21354.63965
113059,57661.77977
113060,52647.08594
113061,41983.33541
113062,57817.76865
113063,165796.9069
113064,82397.09599
113065,56378.31926
113066,11496.18548
113067,70492.69662
113068,71170.08197
113069,12146.5736
113070,101183.0389
113071,168511.8444
113072,34154.56712
113073,273446.2043
113074,170146.8022
113075,31424.42757
113076,96740.52398
113077,49274.27403
113078,46246.44984
113079,51849.85287
113080,62893.57122
113081,50000.04593
113082,26416.31374
113083,47245.2659
113084,56402.80318
113085,34778.8972
113086,211786.5989
113087,615928.5459
113088,41882.22516
113089,244075.0039
113090,13871.77446
113091,55585.58493
113092,76513.90391
113093,48795.91241
113094,123666.5155
113095,136121.9496
113096,29058.35667
113097,29912.5772
113098,202512.3354
113099,10630.14508
113100,41138.35802
113101,329821.109
113102,209574.9095
113103,43068.71365
113104,20177.60733
113105,12921.85316
113106,128244.0733
113107,104350.9297
113108,123678.7602
113109,22983.00739
113110,58136.89692
113111,120238.4812
113112,81301.14185
113113,124401.5155
113114,30862.87283
113115,56107.23527
113116,72772.6278
113117,162015.9637
113118,7038.321459
113119,212155.9005
113120,66984.6566
113121,47087.14157
113122,118390.615
113123,345658.9852
113124,20761.39141
113125,146179.2299
113126,109520.0223
113127,104058.7429
113128,19335.76245
113129,182522.0613
113130,118640.332
113131,48776.56748
113132,99752.35627
113133,73856.37071
113134,366864.586
113135,91641.14841
113136,149024.9908
113137,21979.30183
113138,68661.90471
113139,104933.4413
113140,154926.1228
113141,69548.69301
113142,15718.25812
113143,57875.42678
113144,187390.7755
113145,79502.39257
113146,55974.41611
113147,31623.56372
113148,189297.0651
113149,47134.66883
113150,31809.62963
113151,35422.98377
113152,40404.47119
113153,180763.508
113154,99358.28382
113155,47094.08681
113156,920911.2943
113157,168713.7308
113158,37175.00304
113159,183626.9953
113160,19094.76067
113161,126315.6245
113162,48639.23558
113163,26002.51066
113164,47024.14368
113165,236651.1439
113166,21882.33738
113167,154003.0031
113168,34840.29286
113169,45242.95668
113170,189996.9751
113171,61646.9104
113172,135519.4056
113173,22016.43768
113174,104436.8633
113175,48830.41819
113176,83148.79861
113177,102526.8278
113178,27478.92703
113179,10290.99279
113180,20601.25229
113181,46335.4373
113182,24503.1242
113183,23497.54751
113184,46315.40803
113185,81384.54022
113186,144640.0287
113187,189482.2641
113188,108229.8533
113189,148810.7901
113190,26363.90585
113191,14724.68437
113192,27461.31918
113193,107680.7515
113194,44859.18766
113195,211827.0619
113196,39309.26971
113197,695476.618
113198,75460.25446
113199,41133.87797
113200,27939.73094
113201,35143.30812
113202,14589.5014
113203,23365.75347
113204,122500.7887
113205,584551.3598
113206,88630.42924
113207,26121.33349
113208,229562.8226
113209,121627.5584
113210,106203.6677
113211,26549.6154
113212,90188.75031
113213,61665.15955
113214,42000.67954
113215,77672.22669
113216,57770.38014
113217,16328.59994
113218,44417.56837
113219,11387.03757
113220,161107.6907
113221,12840.60421
113222,15531.28631
113223,129811.1329
113224,27715.11535
113225,80912.03243
113226,33149.99302
113227,46264.86542
113228,38649.4641
113229,6577.665894
113230,33702.18669
113231,25304.13495
113232,258327.1965
113233,54865.3026
113234,38888.51716
113235,195589.0129
113236,63213.36128
113237,216036.7557
113238,74616.829
113239,26976.66516
113240,85587.70151
113241,101327.5838
113242,113822.0003
113243,79597.27368
113244,35027.08799
113245,78515.54373
113246,69829.70196
113247,54802.6242
113248,85133.94825
113249,90063.09424
113250,312880.2752
113251,70961.45396
113252,36678.97892
113253,11254.9812
113254,64666.42697
113255,208925.5658
113256,28303.92056
113257,114846.7301
113258,33627.85271
113259,24594.73039
113260,134595.7674
113261,18769.6195
113262,90982.34971
113263,544286.5536
113264,8064.800958
113265,55600.04288
113266,119703.1621
113267,77244.78108
113268,208416.7996
113269,30833.55605
113270,36707.52358
113271,209066.477
113272,32203.91204
113273,60798.33101
113274,174808.4268
113275,21129.1033
113276,47962.84771
113277,6325.779942
113278,382119.9985
113279,74776.31616
113280,75650.11889
113281,133053.2234
113282,43917.74335
113283,59917.75374
113284,419784.4546
113285,26912.14671
113286,78995.33926
113287,143783.2783
113288,66925.97521
113289,82466.93592
113290,37569.81593
113291,38353.18188
113292,332649.9663
113293,7591.443528
113294,26758.66463
113295,356105.9803
113296,24962.92134
113297,33913.97264
113298,53982.35203
113299,45115.60418
113300,49217.53619
113301,23251.21071
113302,119754.386
113303,59624.07623
113304,177819.1995
113305,39841.26725
113306,23516.08402
113307,161822.0915
113308,36290.99457
113309,66475.15463
113310,16689.40416
113311,59127.81146
113312,33283.19792
113313,139910.3694
113314,26074.00129
113315,110390.4212
113316,45313.46368
113317,66424.14318
113318,22995.66857
113319,12517.15889
113320,76929.55045
113321,27033.66479
113322,32901.74009
113323,48539.52892
113324,6810.47499
113325,10798.74778
113326,37249.57038
113327,56043.39138
113328,21052.4082
113329,271972.6741
113330,173650.011
113331,11893.74858
113332,52113.68091
113333,230304.5476
113334,27341.73509
113335,7067.875354
113336,139498.4508
113337,6448.086809
113338,77478.83364
113339,25812.76705
113340,58311.84731
113341,121489.2521
113342,70022.45584
113343,30177.37514
113344,11618.10471
113345,30518.83075
113346,64411.69128
113347,88069.21712
113348,115691.4361
113349,41042.29826
113350,29573.77986
113351,168668.4672
113352,36082.6668
113353,94589.17735
113354,31625.31362
113355,197425.8394
113356,92760.25901
113357,8003.726967
113358,140006.9037
113359,6426.008811
113360,165598.0922
113361,166265.8405
113362,173531.1085
113363,61741.7985
113364,57763.67508
113365,78296.40755
113366,27197.20042
113367,77756.46527
113368,28086.1604
113369,98998.75742
113370,19781.56223
113371,128299.622
113372,42671.11957
113373,111526.4201
113374,304142.7744
113375,114154.2367
113376,85822.25987
113377,29322.17867
113378,127186.8133
113379,162602.1588
113380,29968.44518
113381,128798.8685
113382,277132.6945
113383,30183.67179
113384,152310.345
113385,187340.4852
113386,51671.04893
113387,136169.1108
113388,88653.41807
113389,22744.46102
113390,117136.2645
113391,48144.19567
113392,16728.03041
113393,64843.52301
113394,20568.08872
113395,56941.62526
113396,12066.24663
113397,27069.89197
113398,31668.15899
113399,54535.02621
113400,335494.9382
113401,25528.3501
113402,292194.0747
113403,214146.1376
113404,23926.88679
113405,51565.65423
113406,19919.54842
113407,147981.1119
113408,127510.4232
113409,75679.28405
113410,8941.622955
113411,47225.41955
113412,56703.64202
113413,541449.2224
113414,46965.30111
113415,16192.59971
113416,77189.87465
113417,636754.3195
113418,281683.7631
113419,31499.67735
113420,29071.0085
113421,26056.62876
113422,124692.5568
113423,55985.64765
113424,52266.02232
113425,45415.85662
113426,106683.9256
113427,136711.2664
113428,176100.7783
113429,150115.3982
113430,197486.5538
113431,108327.3222
113432,40789.56274
113433,49739.69042
113434,8454.562285
113435,24167.69245
113436,78768.92859
113437,29567.78577
113438,39489.73195
113439,89757.50675
113440,119745.3341
113441,20226.18186
113442,165479.0078
113443,163241.9815
113444,138668.8589
113445,59620.13377
113446,17517.80532
113447,41503.97234
113448,35740.81237
113449,110494.8829
113450,111357.8383
113451,39494.56852
113452,135645.527
113453,147053.0455
113454,267451.1864
113455,44395.31103
113456,36013.15757
113457,42417.30008
113458,99650.55479
113459,38139.99399
113460,34782.05127
113461,5277.859314
113462,44700.51221
113463,16136.84699
113464,79199.54001
113465,4231.584494
113466,17384.08369
113467,29370.58681
113468,116616.455
113469,30941.8976
113470,45044.92248
113471,24697.48702
113472,841525.5169
113473,186177.903
113474,54062.56706
113475,49185.28899
113476,42519.39075
113477,124531.5134
113478,338631.6244
113479,142231.0164
113480,139666.717
113481,319081.245
113482,47492.83325
113483,17768.73564
113484,68870.92928
113485,76013.4146
113486,13654.62193
113487,91761.76516
113488,18067.93044
113489,38731.03886
113490,107280.4321
113491,237732.8578
113492,29723.84851
113493,111817.5433
113494,34934.05677
113495,133362.0717
113496,45973.52309
113497,128888.5429
113498,45344.03014
113499,34715.01556
113500,75122.98125
113501,38519.25801
113502,201539.009
113503,33528.89985
113504,238273.0111
113505,12493.93269
113506,7374.674514
113507,116589.5071
113508,198549.0317
113509,25457.40414
113510,197731.8675
113511,130240.3685
113512,42902.88091
113513,37783.17331
113514,84115.78224
113515,23726.0172
113516,362131.8258
113517,6926.487452
113518,46762.94477
113519,144265.9398
113520,248259.5218
113521,199580.6685
113522,32822.35788
113523,57608.71376
113524,96896.9687
113525,76805.36813
113526,31423.60934
113527,138209.0461
113528,51766.08304
113529,49708.71585
113530,62472.69566
113531,123040.9552
113532,39418.07011
113533,153290.3602
113534,339891.4306
113535,65578.54176
113536,32233.62056
113537,87373.85089
113538,82714.28974
113539,33583.72551
113540,84816.66228
113541,29656.50694
113542,336671.1151
113543,6264.937473
113544,65940.25644
113545,121122.699
113546,138354.009
113547,31320.92347
113548,14311.70823
113549,42565.83037
113550,35473.16035
113551,28045.24064
113552,59835.40092
113553,41442.84294
113554,390583.4977
113555,90888.70683
