Instance,Income
112117,132905.4165
112118,25406.0639
112119,29636.03605
112120,475622.9571
112121,108393.1868
112122,463569.0524
112123,196533.553
112124,32319.98181
112125,197103.4211
112126,159640.6585
112127,19230.93036
112128,40451.24995
112129,101127.7169
112130,69970.96526
112131,19019.8882
112132,86308.86488
112133,237978.7517
112134,14750.03521
112135,16832.3417
112136,53515.29454
112137,13044.83885
112138,38724.33675
112139,57515.23497
112140,66662.11108
112141,35401.2827
112142,50075.44752
112143,167150.9466
112144,28449.93195
112145,28830.16885
112146,33686.46231
112147,223060.4092
112148,48293.61171
112149,69919.12112
112150,7911.878593
112151,275714.1146
112152,86142.53645
112153,60789.85359
112154,27876.18777
112155,97658.39088
112156,70605.2946
112157,70132.97967
112158,34022.83032
112159,273712.9022
112160,47651.46302
112161,129950.8062
112162,80972.62701
112163,13301.04644
112164,20227.28865
112165,138460.1271
112166,46392.08545
112167,15668.79782
112168,53084.62407
112169,268495.2945
112170,225205.1251
112171,42335.48463
112172,19561.22553
112173,115519.243
112174,38173.20217
112175,37030.56541
112176,30323.51733
112177,94795.07472
112178,19308.29403
112179,32007.74453
112180,36482.83965
112181,7935.403713
112182,259422.6014
112183,92086.4818
112184,24994.03985
112185,294449.6562
112186,8646.594302
112187,100471.3348
112188,118426.1704
112189,45753.8283
112190,46528.28085
112191,80975.71533
112192,205835.5425
112193,31796.98508
112194,142992.2687
112195,37170.79902
112196,27672.75833
112197,221654.6678
112198,30889.08129
112199,50873.53003
112200,57367.98608
112201,275614.9727
112202,123406.6611
112203,36160.79666
112204,39682.49924
112205,7287.693286
112206,103308.5186
112207,285673.1162
112208,62104.67482
112209,368293.9213
112210,45598.74266
112211,268505.1298
112212,50748.99646
112213,18783.52483
112214,164006.3051
112215,91831.0818
112216,111880.9295
112217,33588.6445
112218,42851.01985
112219,375435.8994
112220,23440.67319
112221,6156.910965
112222,29120.52609
112223,48769.08402
112224,147521.1454
112225,11861.44392
112226,42298.38537
112227,57637.91285
112228,89785.02283
112229,52992.48533
112230,194247.5983
112231,15829.45476
112232,143122.6956
112233,24692.84731
112234,44413.66315
112235,23824.00692
112236,95623.49602
112237,352097.7274
112238,37970.0031
112239,9899.016009
112240,13150.81404
112241,19258.64275
112242,46041.06233
112243,59050.98706
112244,160289.5981
112245,90852.02192
112246,46381.372
112247,432279.2953
112248,87295.24544
112249,14282.79816
112250,56396.34647
112251,53282.35459
112252,52188.23145
112253,26215.36267
112254,278229.8718
112255,38221.80298
112256,33693.05859
112257,33825.16997
112258,388722.3938
112259,192024.986
112260,111337.8969
112261,272071.806
112262,82404.52537
112263,32668.07511
112264,99809.83358
112265,13238.04852
112266,37983.52641
112267,54363.80017
112268,40737.47536
112269,409495.4648
112270,26041.08005
112271,72619.13079
112272,68417.84744
112273,141063.2151
112274,3921.069168
112275,162331.3243
112276,176231.3315
112277,65950.73699
112278,34392.25038
112279,21367.39562
112280,109838.4852
112281,63497.80112
112282,177838.3424
112283,99563.51562
112284,104445.4216
112285,63111.68173
112286,36787.25235
112287,34873.89627
112288,85683.43681
112289,312241.8713
112290,199129.9255
112291,25849.26694
112292,603978.4567
112293,27340.82134
112294,307160.6699
112295,28289.71508
112296,229063.8612
112297,63644.8297
112298,47126.72785
112299,41123.70193
112300,12314.97373
112301,34465.27603
112302,14458.84425
112303,34183.36435
112304,150877.0091
112305,24321.62204
112306,47252.20879
112307,43563.24276
112308,88818.58457
112309,51549.19821
112310,33191.71773
112311,94312.64078
112312,32026.81287
112313,111066.722
112314,29089.1131
112315,172833.1696
112316,44988.62895
112317,27211.66844
112318,26731.03971
112319,24582.47758
112320,756267.4671
112321,61729.48187
112322,14171.7513
112323,104693.2166
112324,366976.4385
112325,208749.5668
112326,105207.1597
112327,181263.8081
112328,119371.6453
112329,114197.1945
112330,353452.3434
112331,355536.2729
112332,176354.8927
112333,298121.8721
112334,196786.7633
112335,55262.15318
112336,30639.70961
112337,213707.556
112338,282680.124
112339,244124.6802
112340,43926.11219
112341,1114547.646
112342,17078.46153
112343,41480.77775
112344,26078.1994
112345,32256.65192
112346,69387.08146
112347,20343.13477
112348,21320.54753
112349,22207.66755
112350,97321.26513
112351,36875.31064
112352,48220.52027
112353,-520.749047
112354,119187.5708
112355,56166.18594
112356,58468.8303
112357,71857.25503
112358,84810.11642
112359,40506.99318
112360,16694.70065
112361,150262.8901
112362,51706.2087
112363,54401.46641
112364,19075.19807
112365,6653.143285
112366,15403.55917
112367,17992.96668
112368,44786.40804
112369,145406.3118
112370,29492.17625
112371,411163.1426
112372,93950.5713
112373,64788.37119
112374,15268.13792
112375,29573.71916
112376,86195.31033
112377,116132.3392
112378,61697.03885
112379,102353.4296
112380,72852.11687
112381,73795.59732
112382,93443.44574
112383,21320.1505
112384,166308.9867
112385,11314.45128
112386,166377.7684
112387,53849.15318
112388,41423.40293
112389,25675.06692
112390,12054.15989
112391,17077.3617
112392,118421.8181
112393,55007.32003
112394,59064.28016
112395,11166.45563
112396,189788.1868
112397,45264.56379
112398,292636.5158
112399,90351.25563
112400,79474.61266
112401,98999.8398
112402,952083.9625
112403,113885.7639
112404,109062.3362
112405,56409.72355
112406,25427.71116
112407,9927.810073
112408,16382.13186
112409,55093.4987
112410,21930.56075
112411,115554.1685
112412,106375.3569
112413,28146.5646
112414,66219.85888
112415,121861.1447
112416,70383.15923
112417,105054.1161
112418,67387.03421
112419,202483.5634
112420,48099.28711
112421,220145.2191
112422,92220.12463
112423,53963.24855
112424,9270.941614
112425,40077.65047
112426,100641.6566
112427,266234.9235
112428,143584.7543
112429,9469.554248
112430,21116.35009
112431,140347.883
112432,35644.33066
112433,78917.99739
112434,40534.53736
112435,81862.91775
112436,44459.29361
112437,89867.50015
112438,108528.0746
112439,13630.29689
112440,257122.9351
112441,38665.76255
112442,328926.7719
112443,48259.42553
112444,20975.76428
112445,72973.19499
112446,456304.0461
112447,696788.4382
112448,58949.09047
112449,82703.7331
112450,35665.31967
112451,123920.682
112452,17320.14102
112453,23871.95437
112454,113766.1728
112455,722976.9778
112456,60533.25383
112457,171932.6221
112458,109397.8325
112459,39698.66574
112460,44639.77511
112461,416293.0379
112462,88452.62551
112463,40122.16171
112464,62032.85198
112465,121328.8628
112466,151128.092
112467,51113.88461
112468,43113.25653
112469,53785.89507
112470,66445.74789
112471,53905.90064
112472,157224.9188
112473,87828.15478
112474,16426.23748
112475,68194.55268
112476,88374.83022
112477,25606.22784
112478,72041.39128
112479,46537.26982
112480,55082.80559
112481,204866.1959
112482,41992.54667
112483,278429.6629
112484,50522.37944
112485,104410.1706
112486,19055.71167
112487,22728.24078
112488,120959.2539
112489,48424.60949
112490,341615.0792
112491,61646.5691
112492,41712.82771
112493,315915.7406
112494,15590.97748
112495,8448.801834
112496,25448.26286
112497,219329.8906
112498,11773.98552
112499,59684.66885
112500,9516.567658
112501,62465.9945
112502,71356.74541
112503,45754.89196
112504,36802.29571
112505,23508.42589
112506,61664.07293
112507,70836.25638
112508,78919.33882
112509,12585.26654
112510,45817.35957
112511,120122.2869
112512,13313.59832
112513,59018.41087
112514,39422.76683
112515,86262.40211
112516,95130.39792
112517,6999.843721
112518,74768.68077
112519,21685.51238
112520,14273.35554
112521,157038.6232
112522,41378.87726
112523,15903.04131
112524,74558.36504
112525,5973.885513
112526,14315.70538
112527,47955.63411
112528,28209.62331
112529,26912.19456
112530,99646.74513
112531,116470.8876
112532,232767.0258
112533,110177.5693
112534,249369.4992
112535,54821.3097
112536,125201.8619
112537,31652.08325
112538,14553.92404
112539,166775.1976
112540,26536.4476
112541,78358.8309
112542,238640.5979
112543,131716.3428
112544,214476.1705
112545,39743.38732
112546,31581.08859
112547,101856.9085
112548,483510.2288
112549,83900.0999
112550,90449.38193
112551,9279.143901
112552,130279.2571
112553,46393.46089
112554,83320.14357
112555,28980.85887
112556,81708.45926
112557,46612.84816
112558,122069.768
112559,32743.52256
112560,21682.07909
112561,177112.5995
112562,22533.19972
112563,125914.8999
112564,344477.1043
112565,122307.4955
112566,34808.57628
112567,44705.70851
112568,13326.18584
112569,102995.3211
112570,38694.5207
112571,127281.3414
112572,160209.852
112573,26301.83039
112574,74962.3944
112575,70327.75233
112576,68210.79278
112577,339207.932
112578,386613.3627
112579,102795.7202
112580,136331.5135
112581,35238.4197
112582,16665.14514
112583,9232.207984
112584,216142.8897
112585,21346.95774
112586,25346.01649
112587,123839.9856
112588,60931.24454
112589,211528.4722
112590,8156.284099
112591,133623.3425
112592,28305.21222
112593,19672.25597
112594,30871.83589
112595,26636.2447
112596,67237.58389
112597,46464.62449
112598,44858.37777
112599,5048.706314
112600,24542.8558
112601,114958.6926
112602,18705.03215
112603,68570.96785
112604,162334.6529
112605,21531.77817
112606,50495.64036
112607,37557.58738
112608,78261.62164
112609,156345.2619
112610,61867.67684
112611,167697.5264
112612,143136.894
112613,76391.92232
112614,179168.3127
112615,64486.35998
112616,74951.6548
112617,77914.68344
112618,303323.9225
112619,43402.87893
112620,28787.31907
112621,27125.45003
112622,92969.16417
112623,70408.01544
112624,41868.70308
112625,53578.33396
112626,109628.8369
112627,30907.08119
112628,69689.59501
112629,53962.16251
112630,50990.45045
112631,65165.67289
112632,173904.1837
112633,131496.9543
112634,42506.48036
112635,56733.92378
112636,80503.19149
112637,188744.8253
112638,26332.31697
112639,52914.17007
112640,32120.81245
112641,25644.65753
112642,204968.2189
112643,31326.11233
112644,98398.69653
112645,58000.95082
112646,9114.774904
112647,29565.16341
112648,56857.95251
112649,27125.33702
112650,11737.80394
112651,42983.91511
112652,16139.06325
112653,38158.51338
112654,33005.95875
112655,30547.72882
112656,17874.67034
112657,250194.6855
112658,591871.6697
112659,120459.0586
112660,49348.75356
112661,187505.4429
112662,76436.4199
112663,83831.45683
112664,185575.4886
112665,468617.6043
112666,119012.3796
112667,21740.62064
112668,49028.37584
112669,109918.9898
112670,8698.318534
112671,209139.3392
112672,107284.6233
112673,67209.65336
112674,23361.65065
112675,31088.45724
112676,37046.03909
112677,43114.20718
112678,11977.8271
112679,90200.42498
112680,109412.5792
112681,23400.03005
112682,92960.77933
112683,8123.84126
112684,238808.4822
112685,42922.40648
112686,29264.65094
112687,21282.54522
112688,23694.30141
112689,117680.9072
112690,27017.25448
112691,53619.11793
112692,32004.90615
112693,121666.0297
112694,36793.85159
112695,137415.8343
112696,186277.2569
112697,105012.8559
112698,71236.11878
112699,330420.1343
112700,211561.5818
112701,365853.2458
112702,141224.3506
112703,34027.85618
112704,39061.51979
112705,211351.6887
112706,70264.65524
112707,39255.12716
112708,143637.2935
112709,129627.2916
112710,58338.0555
112711,70216.96588
112712,48324.95502
112713,43990.21999
112714,117181.7488
112715,117182.4937
112716,33810.52422
112717,15825.30365
112718,63693.97318
112719,34411.80658
112720,23285.15939
112721,34471.41335
112722,43298.89516
112723,27467.55424
112724,60852.79294
112725,57937.67313
112726,6386.009225
112727,71940.2341
112728,154045.6514
112729,51873.82144
112730,28097.02272
112731,52425.7009
112732,18025.81063
112733,63265.31007
112734,207476.7693
112735,15290.0694
112736,63720.00367
112737,55951.96268
112738,423074.7783
112739,26895.43384
112740,61662.32232
112741,8263.35286
112742,14214.42177
112743,35588.36052
112744,103665.9644
112745,167464.5403
112746,41349.59216
112747,79446.67145
112748,346822.5438
112749,55120.98634
112750,5221.928628
112751,419158.3118
112752,43213.17112
112753,18401.08401
112754,75845.56321
112755,36561.64562
112756,55124.84426
112757,87091.83394
112758,15750.57425
112759,5790.445293
112760,49635.62801
112761,82868.79519
112762,339495.5738
112763,32155.88223
112764,128516.8745
112765,24244.9433
112766,69578.52675
112767,773993.3978
112768,13508.35486
112769,85731.93152
112770,40514.47758
112771,52802.59283
112772,15521.79449
112773,102749.4087
112774,17870.75132
112775,60329.55266
112776,31011.51582
112777,24565.71583
112778,645092.2791
112779,164456.8554
112780,156763.9094
112781,93326.78172
112782,32997.99612
112783,44514.31215
112784,37246.87264
112785,15407.7534
112786,73886.73466
112787,38881.69946
112788,29547.67146
112789,72647.11299
112790,124613.0259
112791,118077.2728
112792,7185.420066
112793,62493.7898
112794,583478.6926
112795,30053.00126
112796,32504.12507
112797,53458.58512
112798,120111.012
112799,99003.36913
112800,35098.29391
112801,13412.51127
112802,162662.559
112803,508997.4225
112804,20458.32032
112805,59956.5876
112806,23612.88789
112807,29578.05213
112808,274402.7151
112809,37919.5819
112810,171011.0779
112811,134062.5898
112812,75713.66475
112813,188803.0756
112814,53598.56019
112815,45274.99633
112816,36501.95284
112817,63031.29018
112818,54467.33935
112819,69576.94822
112820,332193.7857
112821,24719.28498
112822,33888.35749
112823,42910.59878
112824,27060.08635
112825,31505.30993
112826,73068.71828
112827,47137.16417
112828,70642.17259
112829,22394.42551
112830,72553.77588
112831,90137.39965
112832,62218.87472
112833,122715.4439
112834,45096.43585
112835,121165.4777
112836,32757.99243
112837,144102.0684
112838,451691.4052
112839,53739.68318
112840,130212.904
112841,59529.41685
112842,166274.726
112843,55214.72901
112844,24565.1308
112845,55206.79814
112846,266700.325
112847,58299.82978
112848,200933.2638
112849,129397.1926
112850,163055.9227
112851,221801.1449
112852,22768.81999
112853,272236.0364
112854,40202.56301
112855,366200.3698
112856,45123.53422
112857,19459.9694
112858,39575.10733
112859,144199.628
112860,48184.71448
112861,188112.4602
112862,33654.74647
112863,72585.67253
112864,177745.6724
112865,5981.793754
112866,244759.7974
112867,9294.896428
112868,26012.91201
112869,91152.26182
112870,80961.49828
112871,122919.8617
112872,30729.09317
112873,150663.4362
112874,99450.29725
112875,72160.79045
112876,217601.1147
112877,44820.38481
112878,373991.608
112879,291887.8287
112880,61066.88675
112881,37101.83414
112882,540304.31
112883,31488.16842
112884,23677.03446
112885,47731.5707
112886,77223.86162
112887,23436.91462
112888,94759.54611
112889,91432.88745
112890,184566.1806
112891,117129.9652
112892,57514.46544
112893,37743.79654
112894,263831.6342
112895,20538.1247
112896,1444.724317
112897,60239.59428
112898,154711.3531
112899,24338.33005
112900,49637.11777
112901,77851.8655
112902,26500.90866
112903,178604.1157
112904,218268.0641
112905,50192.07676
112906,44903.02221
112907,6245.997953
112908,4258.732316
112909,456517.6279
112910,120740.014
112911,55826.96235
112912,20573.34935
112913,81374.94402
112914,12303.89254
112915,182556.3844
112916,245958.0019
112917,73230.23672
112918,89601.38492
112919,43851.28154
112920,34779.81001
112921,19904.68863
112922,141050.0208
112923,94347.97398
112924,64380.39033
112925,181934.6706
112926,5977.881222
112927,9456.446786
112928,31129.92239
112929,84273.4918
112930,618336.383
112931,66075.07793
112932,166775.4238
112933,16012.59759
112934,111013.9177
112935,63721.14119
112936,124235.7969
112937,461626.3716
112938,59685.84095
112939,21175.42297
112940,43710.66694
112941,436921.6144
112942,24436.86022
112943,286890.7287
112944,42218.89718
112945,140789.4113
112946,50310.48831
112947,31813.10079
112948,41750.17994
112949,42098.15768
112950,148857.7891
112951,53329.19709
112952,22280.11831
112953,37850.50483
112954,63303.21776
112955,24345.00533
112956,21937.37363
112957,9733.212228
112958,683254.9617
112959,67368.55332
112960,41146.66237
112961,308253.2393
112962,73024.24495
112963,110559.4021
112964,24723.67567
112965,40963.55321
112966,551235.8358
112967,38508.47807
112968,18166.47783
112969,48149.12805
112970,19831.42305
112971,60311.52078
112972,195281.0298
112973,54974.47088
112974,62386.32156
112975,40975.48066
112976,30027.43743
112977,13715.74042
112978,91286.4927
112979,235388.3613
112980,670800.4773
112981,65683.6338
112982,41101.2077
112983,94306.64779
112984,25500.71472
112985,9712.15571
112986,28314.12084
112987,34458.90451
112988,30176.28064
112989,66753.41287
112990,64553.72051
112991,28959.81255
112992,10903.66862
112993,79204.2996
112994,7459.636964
112995,165537.7371
112996,26249.43342
112997,308551.2586
112998,45502.53338
112999,53657.03377
113000,20472.21889
113001,24330.08367
113002,18394.10487
113003,77079.17212
113004,93553.7421
113005,17504.11802
113006,44044.79724
113007,24250.80025
113008,15356.92559
113009,25638.71771
113010,30485.04506
113011,31667.05963
113012,18768.18814
113013,67419.07743
113014,72950.98385
113015,162104.5069
113016,312025.3381
113017,86658.02206
113018,44712.79749
113019,127646.0516
113020,44278.63321
113021,36048.92242
113022,49382.62472
113023,43870.54547
113024,63040.47084
113025,14397.75371
113026,8124.384902
113027,40377.75091
113028,27755.48549
113029,150285.5394
113030,88698.81836
113031,58903.08426
113032,9412.831664
113033,105211.2746
113034,32964.23055
113035,31851.42145
113036,153587.6784
113037,77895.13029
113038,73627.67977
113039,71264.50872
113040,34757.58768
113041,16757.65338
113042,221981.5235
113043,27028.30148
113044,358591.5685
113045,773357.4495
113046,47002.41633
113047,16086.80084
113048,26446.11135
113049,143458.9221
113050,109910.7923
113051,121847.6815
113052,8048.980927
113053,85130.54051
113054,42294.39626
113055,40040.74602
113056,72372.09464
113057,22109.45908
113058,20951.88138
113059,57936.43042
113060,52781.00046
113061,43681.81381
113062,59316.84729
113063,164088.1346
113064,88424.29262
113065,53977.36598
113066,10734.9776
113067,67826.2656
113068,69378.05599
113069,12561.31444
113070,99183.05261
113071,166358.6775
113072,33455.98736
113073,257106.4574
113074,170660.1546
113075,31363.09952
113076,97910.50357
113077,41536.48945
113078,46396.20816
113079,49487.72595
113080,59431.12234
113081,59528.54637
113082,27529.68942
113083,46991.48309
113084,52504.27031
113085,27378.46859
113086,204581.1839
113087,619508.8866
113088,40130.45692
113089,236299.2502
113090,13515.78526
113091,54920.15011
113092,77331.55828
113093,47847.84718
113094,131886.2705
113095,124557.9024
113096,28018.5945
113097,28963.64306
113098,210017.697
113099,10464.10279
113100,39871.7007
113101,318465.5631
113102,217885.2718
113103,44504.91741
113104,20462.93464
113105,13001.73927
113106,135613.5111
113107,111146.3501
113108,116495.828
113109,23060.71784
113110,60178.95951
113111,109741.2406
113112,82747.74744
113113,116704.2298
113114,32244.83159
113115,54557.37964
113116,71552.9876
113117,160546.775
113118,7534.845076
113119,179379.7023
113120,70809.83725
113121,47013.76418
113122,115460.853
113123,347886.4883
113124,21453.11709
113125,148195.0458
113126,105801.9842
113127,88973.54188
113128,21068.0531
113129,162499.2436
113130,119049.4729
113131,48599.47932
113132,101570.1522
113133,70615.50846
113134,349586.328
113135,89916.37521
113136,133069.1147
113137,27292.46069
113138,68153.33071
113139,107717.7541
113140,152015.1546
113141,66933.71057
113142,15600.21508
113143,53025.50002
113144,189245.7799
113145,82664.63931
113146,56214.75675
113147,24017.15209
113148,197072.3109
113149,49825.61148
113150,31991.47562
113151,33572.33745
113152,38161.29562
113153,188913.5938
113154,89750.50311
113155,48244.74923
113156,876581.6302
113157,163284.2103
113158,37056.76595
113159,195229.2566
113160,20359.64074
113161,138973.1155
113162,52039.53275
113163,26109.02726
113164,47311.78041
113165,240176.8419
113166,22849.22184
113167,167682.6569
113168,35229.84752
113169,46449.8575
113170,201313.6688
113171,59675.37232
113172,124714.0817
113173,22927.19135
113174,105803.019
113175,48457.07881
113176,82847.17995
113177,105367.1804
113178,28729.76309
113179,10113.60936
113180,22327.60581
113181,45094.05631
113182,24608.22978
113183,23659.19819
113184,47508.15888
113185,82417.3859
113186,143625.6139
113187,188175.4735
113188,28612.94774
113189,149223.4045
113190,26508.58682
113191,15294.94014
113192,28099.96059
113193,109286.5586
113194,42954.30705
113195,223215.0998
113196,37137.34412
113197,688967.8675
113198,75106.653
113199,41056.29794
113200,25944.5533
113201,35166.86641
113202,15083.85158
113203,23220.52132
113204,128287.5947
113205,617014.9589
113206,88598.70071
113207,26637.68197
113208,224280.3944
113209,129725.4344
113210,107713.1062
113211,26626.42539
113212,88717.10662
113213,59147.58066
113214,44232.40209
113215,76174.48369
113216,58884.69988
113217,15783.79562
113218,47495.75158
113219,11356.59176
113220,164362.0638
113221,13258.44185
113222,15761.89323
113223,131135.3683
113224,27936.7825
113225,81412.22229
113226,30917.89592
113227,48399.47022
113228,37566.90482
113229,6496.42622
113230,34211.81222
113231,24791.36974
113232,277186.5442
113233,63464.49692
113234,37775.36933
113235,187757.6748
113236,63260.49948
113237,199865.6904
113238,74085.93185
113239,27900.00752
113240,76435.41613
113241,98753.35246
113242,116459.4463
113243,74900.62053
113244,34735.40352
113245,91375.28932
113246,70802.21637
113247,55969.93016
113248,92884.62953
113249,89541.75571
113250,320011.0287
113251,71904.91832
113252,37055.95059
113253,11906.51433
113254,68408.20064
113255,202752.0259
113256,28503.89245
113257,113187.5734
113258,33662.38705
113259,26834.47496
113260,142093.6827
113261,18405.735
113262,105390.7072
113263,540882.1779
113264,7179.210425
113265,55429.11862
113266,119523.6282
113267,80034.48493
113268,213592.5562
113269,29409.38561
113270,35947.36453
113271,216107.4455
113272,30199.42533
113273,63052.91052
113274,164803.239
113275,23071.82549
113276,36178.91283
113277,6955.13472
113278,386026.258
113279,74409.24197
113280,75610.7166
113281,132563.1897
113282,43169.78607
113283,59451.1234
113284,418690.3531
113285,25937.7719
113286,87636.02421
113287,138570.416
113288,65967.27749
113289,75379.3156
113290,36965.63114
113291,36981.42785
113292,318512.9543
113293,7078.612086
113294,27384.77668
113295,356165.9594
113296,24875.98826
113297,31753.21559
113298,52671.80549
113299,45836.374
113300,47111.53679
113301,23253.44456
113302,129764.2342
113303,58689.2997
113304,187684.7699
113305,41706.87898
113306,36630.3746
113307,158071.6587
113308,34985.99743
113309,71494.81369
113310,17193.76456
113311,57519.21253
113312,34089.86411
113313,137186.0915
113314,26411.65734
113315,107158.5471
113316,44305.18381
113317,67691.57935
113318,23687.95735
113319,15668.37697
113320,101729.9006
113321,26932.80468
113322,33129.21804
113323,48601.47064
113324,6383.132854
113325,10658.99489
113326,28987.03513
113327,56059.4269
113328,16440.82003
113329,261002.3456
113330,170165.3499
113331,12705.75148
113332,50211.798
113333,252831.8464
113334,27636.48765
113335,7232.036221
113336,143031.7199
113337,6633.751624
113338,82616.98877
113339,26799.99601
113340,54920.00621
113341,125081.7948
113342,71453.41315
113343,18292.90289
113344,10677.16539
113345,37075.68491
113346,60359.14714
113347,84903.99654
113348,118545.2818
113349,42388.03124
113350,30086.61209
113351,163049.3737
113352,35438.26634
113353,87558.33133
113354,32430.54541
113355,209826.798
113356,88974.28112
113357,8543.799737
113358,149014.9149
113359,6470.406664
113360,151463.4938
113361,167299.2949
113362,170322.0622
113363,67041.50206
113364,54899.39631
113365,76118.17898
113366,28387.74601
113367,69737.85835
113368,29256.48559
113369,101214.9188
113370,19993.48919
113371,126489.2308
113372,40018.96485
113373,110204.7579
113374,277189.8977
113375,114135.6146
113376,85021.31419
113377,36307.19438
113378,144097.7202
113379,169330.8858
113380,31491.15809
113381,132092.9725
113382,275349.0365
113383,29960.45315
113384,148705.1467
113385,193823.6432
113386,48676.95523
113387,134165.7785
113388,87785.98393
113389,19558.45223
113390,114155.767
113391,44003.1304
113392,16794.12706
113393,68253.83636
113394,21279.73623
113395,58419.13184
113396,13262.86581
113397,25582.67311
113398,28350.88882
113399,53899.42008
113400,348516.6102
113401,24918.33118
113402,305486.7217
113403,208448.9118
113404,23724.90315
113405,50686.96504
113406,19808.33485
113407,146334.4888
113408,129075.497
113409,74919.43932
113410,7592.611837
113411,43779.28993
113412,56220.74555
113413,515085.8889
113414,47174.77721
113415,16115.77875
113416,79500.95609
113417,687626.9592
113418,279234.672
113419,32120.38541
113420,29158.82546
113421,25275.12516
113422,125143.5609
113423,57570.29405
113424,50802.36841
113425,50557.75421
113426,116008.9851
113427,140173.0484
113428,181192.4497
113429,162781.0309
113430,195677.7618
113431,111868.8576
113432,40279.03816
113433,48030.9552
113434,8708.82384
113435,23941.20575
113436,77982.83954
113437,30527.999
113438,36649.8151
113439,93848.71474
113440,115571.2724
113441,18975.18574
113442,162582.5495
113443,172175.1536
113444,137465.7014
113445,66524.50979
113446,17574.44865
113447,42111.62095
113448,36023.62795
113449,109618.8442
113450,114566.27
113451,38424.3648
113452,135375.4543
113453,144805.2137
113454,285073.6833
113455,44399.39592
113456,37329.65833
113457,41605.02127
113458,87301.66694
113459,39433.18238
113460,33671.04681
113461,4994.321316
113462,33641.79388
113463,16262.23473
113464,77743.91552
113465,3712.154828
113466,16252.65489
113467,28885.68649
113468,113382.8984
113469,29943.62286
113470,46740.97931
113471,24021.60893
113472,876807.1288
113473,184717.8965
113474,54897.41574
113475,49606.79117
113476,46805.7237
113477,120597.6704
113478,323471.6119
113479,147380.9408
113480,135454.9699
113481,322739.1185
113482,50232.695
113483,17582.07679
113484,69002.50115
113485,74851.16746
113486,15333.24775
113487,90532.35459
113488,18051.36923
113489,33150.51214
113490,100277.0355
113491,245302.0967
113492,31356.50573
113493,113132.5925
113494,34549.41428
113495,129306.5589
113496,47529.18362
113497,130521.3084
113498,47180.77231
113499,35509.02769
113500,77172.65023
113501,37609.98482
113502,219308.6766
113503,34479.59912
113504,265339.9727
113505,12903.8756
113506,7143.500553
113507,124425.5174
113508,190707.0104
113509,25908.44632
113510,189974.9723
113511,125738.1296
113512,28072.61862
113513,38432.58371
113514,87896.54365
113515,22182.42139
113516,361350.0612
113517,7162.759659
113518,46470.65323
113519,147524.1096
113520,251145.3013
113521,178351.7054
113522,31918.32795
113523,40114.5383
113524,98312.14997
113525,79229.92956
113526,31637.67701
113527,145863.8879
113528,52924.06901
113529,50037.28878
113530,62208.21519
113531,121562.1104
113532,39656.72782
113533,152132.9425
113534,344536.892
113535,69386.50572
113536,33403.48766
113537,88875.88568
113538,86761.75108
113539,32940.42741
113540,83113.15677
113541,30365.01497
113542,374216.7915
113543,6231.85339
113544,65797.44162
113545,123090.9259
113546,142820.3858
113547,31915.97972
113548,13878.01859
113549,42596.03187
113550,38692.78126
113551,26384.1644
113552,62234.21482
